txn_id,date,month,supplier_id,category_id,amount_eur,on_contract_flag,po_flag
TX0000884,2024-11-06,2024-11,SUP069,CAT06,896581.15,0,1
TX0000885,2024-11-18,2024-11,SUP038,CAT06,197176.04,1,1
TX0000886,2024-11-06,2024-11,SUP067,CAT06,608791.28,0,0
TX0000887,2024-11-19,2024-11,SUP050,CAT06,550099.05,1,1
TX0000888,2024-11-08,2024-11,SUP069,CAT06,705513.29,1,1
TX0000889,2024-11-22,2024-11,SUP069,CAT06,179452.3,0,0
TX0000890,2024-11-14,2024-11,SUP069,CAT06,119496.98,0,1
TX0000891,2024-11-25,2024-11,SUP020,CAT06,525600.65,0,0
TX0000892,2024-11-26,2024-11,SUP067,CAT06,15287.19,0,0
TX0000893,2024-11-09,2024-11,SUP050,CAT06,192535.78,1,1
TX0000894,2024-11-22,2024-11,SUP069,CAT06,103725.44,0,1
TX0000895,2024-11-26,2024-11,SUP023,CAT06,155123.4,0,1
TX0000896,2024-11-14,2024-11,SUP020,CAT06,113891.34,1,1
TX0000897,2024-11-03,2024-11,SUP069,CAT06,701919.1,0,1
TX0000898,2024-11-19,2024-11,SUP067,CAT06,235876.95,0,1
TX0000899,2024-11-09,2024-11,SUP069,CAT06,125639.53,0,1
TX0000900,2024-11-23,2024-11,SUP020,CAT06,274896.36,0,1
TX0000901,2024-11-02,2024-11,SUP069,CAT06,851832.38,0,1
TX0000902,2024-11-15,2024-11,SUP020,CAT06,202687.81,1,1
TX0000903,2024-12-17,2024-12,SUP017,CAT01,21359.34,1,1
TX0000904,2024-12-04,2024-12,SUP066,CAT01,2572653.74,1,0
TX0000905,2024-12-06,2024-12,SUP017,CAT01,101233.62,1,1
TX0000906,2024-12-15,2024-12,SUP022,CAT01,232125.41,1,1
TX0000907,2024-12-12,2024-12,SUP046,CAT01,849767.59,1,1
TX0000908,2024-12-09,2024-12,SUP066,CAT01,910605.11,1,1
TX0000909,2024-12-06,2024-12,SUP046,CAT01,726193.1,1,1
TX0000910,2024-12-19,2024-12,SUP065,CAT01,263853.81,1,1
TX0000911,2024-12-19,2024-12,SUP015,CAT01,1279176.49,1,1
TX0000912,2024-12-07,2024-12,SUP066,CAT01,518362.18,1,1
TX0000913,2024-12-11,2024-12,SUP017,CAT01,172879.84,1,1
TX0000914,2024-12-09,2024-12,SUP010,CAT01,744078.52,1,1
TX0000915,2024-12-03,2024-12,SUP080,CAT01,588569.31,1,1
TX0000916,2024-12-24,2024-12,SUP015,CAT01,1286742.04,1,1
TX0000917,2024-12-09,2024-12,SUP010,CAT01,593065.69,1,1
TX0000918,2024-12-17,2024-12,SUP046,CAT01,633902.79,1,1
TX0000919,2024-12-23,2024-12,SUP017,CAT01,1056442.72,1,1
TX0000920,2024-12-14,2024-12,SUP010,CAT01,293015.28,1,1
TX0000921,2024-12-13,2024-12,SUP030,CAT01,784882.67,1,1
TX0000922,2024-12-25,2024-12,SUP065,CAT01,342601.0,1,1
TX0000923,2024-12-14,2024-12,SUP066,CAT01,606674.08,1,1
TX0000924,2024-12-03,2024-12,SUP010,CAT01,137268.49,1,1
TX0000925,2024-12-20,2024-12,SUP029,CAT01,362230.1,1,1
TX0000926,2024-12-09,2024-12,SUP066,CAT01,418570.69,1,1
TX0000927,2024-12-20,2024-12,SUP015,CAT01,642487.96,1,1
TX0000928,2024-12-24,2024-12,SUP017,CAT01,1601884.28,1,1
TX0000929,2024-12-20,2024-12,SUP004,CAT01,827907.49,0,0
TX0000930,2024-12-11,2024-12,SUP032,CAT02,364786.72,0,1
TX0000931,2024-12-21,2024-12,SUP021,CAT02,257145.43,0,0
TX0000932,2024-12-14,2024-12,SUP021,CAT02,745438.57,1,1
TX0000933,2024-12-25,2024-12,SUP035,CAT02,230733.22,0,1
TX0000934,2024-12-18,2024-12,SUP035,CAT02,107344.43,1,1
TX0000935,2024-12-26,2024-12,SUP035,CAT02,65228.45,1,1
TX0000936,2024-12-21,2024-12,SUP055,CAT02,261950.82,0,0
TX0000937,2024-12-17,2024-12,SUP021,CAT02,298546.47,0,0
TX0000938,2024-12-21,2024-12,SUP061,CAT02,220070.88,1,1
TX0000939,2024-12-01,2024-12,SUP035,CAT02,486928.68,1,1
TX0000940,2024-12-27,2024-12,SUP021,CAT02,624942.73,0,1
TX0000941,2024-12-11,2024-12,SUP052,CAT02,198496.88,1,1
TX0000942,2024-12-12,2024-12,SUP011,CAT02,47688.66,1,0
TX0000943,2024-12-25,2024-12,SUP035,CAT02,320528.27,1,1
TX0000944,2024-12-08,2024-12,SUP035,CAT02,562308.0,1,1
TX0000945,2024-12-27,2024-12,SUP021,CAT02,199193.69,1,1
TX0000946,2024-12-08,2024-12,SUP052,CAT02,378657.89,1,1
TX0000947,2024-12-03,2024-12,SUP021,CAT02,100369.39,1,1
TX0000948,2024-12-06,2024-12,SUP052,CAT02,314971.18,1,1
TX0000949,2024-12-12,2024-12,SUP016,CAT02,383524.03,1,1
TX0000950,2024-12-14,2024-12,SUP021,CAT02,321359.8,1,0
TX0000951,2024-12-05,2024-12,SUP025,CAT02,875162.46,1,1
TX0000952,2024-12-23,2024-12,SUP052,CAT02,667032.82,1,1
TX0000953,2024-12-07,2024-12,SUP021,CAT02,427314.58,0,1
TX0000954,2024-12-01,2024-12,SUP055,CAT02,527297.98,1,1
TX0000955,2024-12-15,2024-12,SUP021,CAT02,313395.26,0,0
TX0000956,2024-12-16,2024-12,SUP032,CAT02,248741.28,1,1
TX0000957,2024-12-17,2024-12,SUP025,CAT02,182825.52,0,1
TX0000958,2024-12-24,2024-12,SUP021,CAT02,98415.91,1,1
TX0000959,2024-12-08,2024-12,SUP014,CAT03,967380.97,1,1
TX0000960,2024-12-24,2024-12,SUP036,CAT03,344631.64,1,1
TX0000961,2024-12-09,2024-12,SUP064,CAT03,235323.13,1,1
TX0000962,2024-12-11,2024-12,SUP064,CAT03,34766.76,0,0
TX0000963,2024-12-23,2024-12,SUP047,CAT03,200248.1,1,1
TX0000964,2024-12-11,2024-12,SUP040,CAT03,131944.81,1,1
TX0000965,2024-12-12,2024-12,SUP039,CAT03,175047.78,1,1
TX0000966,2024-12-07,2024-12,SUP008,CAT03,157561.38,1,1
TX0000967,2024-12-08,2024-12,SUP064,CAT03,333696.93,0,0
TX0000968,2024-12-21,2024-12,SUP060,CAT03,197025.56,0,1
TX0000969,2024-12-24,2024-12,SUP039,CAT03,107097.64,1,1
TX0000970,2024-12-25,2024-12,SUP019,CAT03,416657.23,0,1
TX0000971,2024-12-17,2024-12,SUP036,CAT03,76721.07,0,1
TX0000972,2024-12-09,2024-12,SUP008,CAT03,227418.77,1,1
TX0000973,2024-12-02,2024-12,SUP053,CAT03,201344.82,1,1
TX0000974,2024-12-03,2024-12,SUP047,CAT03,289270.76,1,1
TX0000975,2024-12-15,2024-12,SUP014,CAT03,481320.48,1,1
TX0000976,2024-12-01,2024-12,SUP053,CAT03,1063066.12,1,1
TX0000977,2024-12-21,2024-12,SUP073,CAT03,235209.11,1,1
TX0000978,2024-12-08,2024-12,SUP008,CAT03,130179.14,1,1
TX0000979,2024-12-24,2024-12,SUP039,CAT03,120026.14,1,1
TX0000980,2024-12-17,2024-12,SUP040,CAT03,119559.91,1,1
TX0000981,2024-12-25,2024-12,SUP008,CAT03,281759.57,0,1
TX0000982,2024-12-10,2024-12,SUP047,CAT03,26342.18,1,1
TX0000983,2024-12-16,2024-12,SUP071,CAT04,319399.36,1,1
TX0000984,2024-12-06,2024-12,SUP037,CAT04,273150.31,1,0
TX0000985,2024-12-13,2024-12,SUP018,CAT04,287575.94,1,1
TX0000986,2024-12-12,2024-12,SUP043,CAT04,153711.93,1,1
TX0000987,2024-12-17,2024-12,SUP037,CAT04,269883.84,1,1
TX0000988,2024-12-06,2024-12,SUP012,CAT04,164419.5,1,1
TX0000989,2024-12-03,2024-12,SUP071,CAT04,509301.52,1,1
TX0000990,2024-12-09,2024-12,SUP049,CAT04,183567.57,1,1
TX0000991,2024-12-13,2024-12,SUP071,CAT04,365985.02,1,1
TX0000992,2024-12-18,2024-12,SUP037,CAT04,154378.15,1,1
TX0000993,2024-12-04,2024-12,SUP049,CAT04,439894.99,1,1
TX0000994,2024-12-10,2024-12,SUP018,CAT04,94151.5,1,1
TX0000995,2024-12-20,2024-12,SUP071,CAT04,249874.76,1,1
TX0000996,2024-12-19,2024-12,SUP037,CAT04,110452.58,1,1
TX0000997,2024-12-03,2024-12,SUP018,CAT04,221801.71,1,1
TX0000998,2024-12-22,2024-12,SUP018,CAT04,118658.82,1,0
TX0000999,2024-12-22,2024-12,SUP049,CAT04,183026.43,1,1
TX0001000,2024-12-17,2024-12,SUP071,CAT04,132951.02,1,1
TX0001001,2024-12-21,2024-12,SUP071,CAT04,292900.82,1,1
TX0001002,2024-12-06,2024-12,SUP049,CAT04,257315.61,1,1
TX0001003,2024-12-24,2024-12,SUP071,CAT04,107255.45,1,1
TX0001004,2024-12-17,2024-12,SUP071,CAT04,104729.61,1,1
TX0001005,2024-12-23,2024-12,SUP037,CAT04,87296.9,1,1
TX0001006,2024-12-09,2024-12,SUP049,CAT04,72960.51,1,1
TX0001007,2024-12-22,2024-12,SUP018,CAT04,306689.49,1,1
TX0001008,2024-12-04,2024-12,SUP078,CAT05,76740.1,1,1
TX0001009,2024-12-02,2024-12,SUP077,CAT05,496493.24,1,1
TX0001010,2024-12-16,2024-12,SUP001,CAT05,498447.57,1,0
TX0001011,2024-12-01,2024-12,SUP078,CAT05,170984.06,1,1
TX0001012,2024-12-15,2024-12,SUP048,CAT05,241223.03,0,1
TX0001013,2024-12-01,2024-12,SUP078,CAT05,302776.13,1,1
TX0001014,2024-12-22,2024-12,SUP078,CAT05,139759.92,0,0
TX0001015,2024-12-10,2024-12,SUP078,CAT05,168483.33,1,1
TX0001016,2024-12-03,2024-12,SUP078,CAT05,290748.34,1,1
TX0001017,2024-12-07,2024-12,SUP048,CAT05,269650.35,1,1
TX0001018,2024-12-08,2024-12,SUP078,CAT05,61420.18,1,1
TX0001019,2024-12-06,2024-12,SUP048,CAT05,517221.18,1,1
TX0001020,2024-12-22,2024-12,SUP077,CAT05,137546.25,0,1
TX0001021,2024-12-20,2024-12,SUP077,CAT05,471597.05,0,0
TX0001022,2024-12-11,2024-12,SUP003,CAT05,110556.1,1,1
TX0001023,2024-12-03,2024-12,SUP001,CAT05,181875.54,1,0
TX0001024,2024-12-09,2024-12,SUP003,CAT05,49236.41,0,1
TX0001025,2024-12-09,2024-12,SUP031,CAT05,682380.67,1,1
TX0001026,2024-12-15,2024-12,SUP048,CAT05,152731.59,0,1
TX0001027,2024-12-10,2024-12,SUP078,CAT05,395359.94,1,1
TX0001028,2024-12-25,2024-12,SUP070,CAT05,175235.46,1,1
TX0001029,2024-12-04,2024-12,SUP078,CAT05,520170.91,1,1
TX0001030,2024-12-02,2024-12,SUP078,CAT05,184180.64,1,1
TX0001031,2024-12-08,2024-12,SUP078,CAT05,514162.51,1,1
TX0001032,2024-12-15,2024-12,SUP056,CAT05,68892.17,1,1
TX0001033,2024-12-26,2024-12,SUP078,CAT05,109189.31,1,1
TX0001034,2024-12-17,2024-12,SUP078,CAT05,111555.53,1,1
TX0001035,2024-12-09,2024-12,SUP078,CAT05,139020.88,1,1
TX0001036,2024-12-13,2024-12,SUP078,CAT05,101522.48,1,1
TX0001037,2024-12-27,2024-12,SUP077,CAT05,124532.16,1,0
TX0001038,2024-12-11,2024-12,SUP077,CAT05,142254.95,0,0
TX0001039,2024-12-22,2024-12,SUP078,CAT05,39918.68,1,1
TX0001040,2024-12-21,2024-12,SUP069,CAT06,678970.62,1,1
TX0001041,2024-12-23,2024-12,SUP020,CAT06,100499.34,1,1
TX0001042,2024-12-10,2024-12,SUP069,CAT06,618563.91,1,1
TX0001043,2024-12-16,2024-12,SUP069,CAT06,79259.92,0,0
TX0001044,2024-12-09,2024-12,SUP050,CAT06,117541.67,1,1
TX0001045,2024-12-07,2024-12,SUP069,CAT06,48269.88,0,1
TX0001046,2024-12-02,2024-12,SUP069,CAT06,41899.39,1,1
TX0001047,2024-12-16,2024-12,SUP068,CAT06,338915.45,1,1
TX0001048,2024-12-18,2024-12,SUP067,CAT06,68995.51,1,1
TX0001049,2024-12-11,2024-12,SUP069,CAT06,137683.54,0,1
TX0001050,2024-12-22,2024-12,SUP076,CAT06,193161.41,0,1
TX0001051,2024-12-22,2024-12,SUP067,CAT06,293036.92,0,0
TX0001052,2024-12-19,2024-12,SUP069,CAT06,190982.18,1,1
TX0001053,2024-12-24,2024-12,SUP069,CAT06,115441.42,1,0
TX0001054,2024-12-17,2024-12,SUP069,CAT06,104705.92,1,1
TX0001055,2024-12-10,2024-12,SUP069,CAT06,154056.89,1,1
TX0001056,2024-12-17,2024-12,SUP038,CAT06,18028.25,1,1
TX0001057,2024-12-15,2024-12,SUP033,CAT06,215971.38,0,0
TX0001058,2024-12-23,2024-12,SUP067,CAT06,371694.44,1,1
TX0001059,2024-12-06,2024-12,SUP067,CAT06,283077.29,0,1
TX0001060,2024-12-06,2024-12,SUP067,CAT06,284443.54,1,1
TX0001061,2024-12-14,2024-12,SUP069,CAT06,534037.75,1,1
TX0001062,2024-12-18,2024-12,SUP069,CAT06,273479.98,1,1
TX0001063,2024-12-22,2024-12,SUP067,CAT06,160201.41,1,1
TX0001064,2024-12-27,2024-12,SUP069,CAT06,258510.09,1,1
TX0001065,2024-12-21,2024-12,SUP038,CAT06,142140.57,1,1
TX0001066,2024-12-17,2024-12,SUP067,CAT06,499068.73,0,1
TX0001067,2024-12-11,2024-12,SUP020,CAT06,230962.6,1,1
TX0001068,2025-01-12,2025-01,SUP022,CAT01,745610.71,1,1
TX0001069,2025-01-10,2025-01,SUP046,CAT01,1327111.06,1,1
TX0001070,2025-01-27,2025-01,SUP066,CAT01,910724.97,1,1
TX0001071,2025-01-14,2025-01,SUP022,CAT01,444907.94,1,1
TX0001072,2025-01-18,2025-01,SUP022,CAT01,563006.09,1,1
TX0001073,2025-01-24,2025-01,SUP022,CAT01,353247.95,1,1
TX0001074,2025-01-20,2025-01,SUP006,CAT01,1057311.22,1,1
TX0001075,2025-01-13,2025-01,SUP066,CAT01,727661.07,1,1
TX0001076,2025-01-16,2025-01,SUP010,CAT01,212525.41,1,1
TX0001077,2025-01-26,2025-01,SUP022,CAT01,1086587.05,1,1
TX0001078,2025-01-08,2025-01,SUP022,CAT01,427676.76,1,1
TX0001079,2025-01-04,2025-01,SUP017,CAT01,872703.89,1,1
TX0001080,2025-01-20,2025-01,SUP022,CAT01,263320.39,1,1
TX0001081,2025-01-25,2025-01,SUP046,CAT01,856124.87,1,1
TX0001082,2025-01-23,2025-01,SUP017,CAT01,184981.68,1,1
TX0001083,2025-01-22,2025-01,SUP015,CAT01,852845.89,1,1
TX0001084,2025-01-24,2025-01,SUP066,CAT01,608185.65,1,1
TX0001085,2025-01-15,2025-01,SUP080,CAT01,138046.99,1,1
TX0001086,2025-01-26,2025-01,SUP022,CAT01,415579.37,1,1
TX0001087,2025-01-26,2025-01,SUP017,CAT01,1094087.44,1,1
TX0001088,2025-01-18,2025-01,SUP005,CAT01,718137.77,1,1
TX0001089,2025-01-26,2025-01,SUP005,CAT01,410320.52,1,1
TX0001090,2025-01-21,2025-01,SUP022,CAT01,647216.96,0,1
TX0001091,2025-01-04,2025-01,SUP072,CAT01,724243.05,1,1
TX0001092,2025-01-04,2025-01,SUP057,CAT01,197875.59,1,1
TX0001093,2025-01-06,2025-01,SUP022,CAT01,1048272.54,0,0
TX0001094,2025-01-18,2025-01,SUP080,CAT01,110238.2,1,1
TX0001095,2025-01-09,2025-01,SUP022,CAT01,551048.93,0,0
TX0001096,2025-01-05,2025-01,SUP017,CAT01,354993.2,1,1
TX0001097,2025-01-09,2025-01,SUP022,CAT01,736473.53,1,1
TX0001098,2025-01-01,2025-01,SUP021,CAT02,73516.06,1,1
TX0001099,2025-01-03,2025-01,SUP021,CAT02,104592.63,0,1
TX0001100,2025-01-14,2025-01,SUP035,CAT02,182515.88,0,1
TX0001101,2025-01-18,2025-01,SUP035,CAT02,85995.4,1,1
TX0001102,2025-01-20,2025-01,SUP021,CAT02,318180.78,0,0
TX0001103,2025-01-04,2025-01,SUP044,CAT02,702651.4,1,1
TX0001104,2025-01-17,2025-01,SUP025,CAT02,769805.78,1,1
TX0001105,2025-01-22,2025-01,SUP032,CAT02,507965.97,0,0
TX0001106,2025-01-14,2025-01,SUP025,CAT02,327073.21,0,0
TX0001107,2025-01-24,2025-01,SUP035,CAT02,86092.26,1,1
TX0001108,2025-01-02,2025-01,SUP035,CAT02,69391.06,1,1
TX0001109,2025-01-04,2025-01,SUP021,CAT02,451271.55,1,1
TX0001110,2025-01-07,2025-01,SUP025,CAT02,101230.17,0,0
TX0001111,2025-01-19,2025-01,SUP055,CAT02,101558.96,1,1
TX0001112,2025-01-03,2025-01,SUP035,CAT02,259622.4,1,1
TX0001113,2025-01-20,2025-01,SUP059,CAT02,705604.72,1,1
TX0001114,2025-01-26,2025-01,SUP035,CAT02,603055.45,1,1
TX0001115,2025-01-13,2025-01,SUP035,CAT02,253921.11,1,1
TX0001116,2025-01-26,2025-01,SUP021,CAT02,518020.65,1,1
TX0001117,2025-01-25,2025-01,SUP035,CAT02,358876.46,0,0
TX0001118,2025-01-09,2025-01,SUP021,CAT02,153048.73,1,1
TX0001119,2025-01-09,2025-01,SUP011,CAT02,144519.38,1,1
TX0001120,2025-01-24,2025-01,SUP021,CAT02,779856.7,0,1
TX0001121,2025-01-24,2025-01,SUP011,CAT02,361627.68,1,1
TX0001122,2025-01-25,2025-01,SUP061,CAT02,58001.88,1,1
TX0001123,2025-01-24,2025-01,SUP063,CAT02,96312.62,1,1
TX0001124,2025-01-25,2025-01,SUP035,CAT02,908494.23,1,1
TX0001125,2025-01-27,2025-01,SUP021,CAT02,127089.12,1,1
TX0001126,2025-01-24,2025-01,SUP055,CAT02,103471.46,1,1
TX0001127,2025-01-04,2025-01,SUP035,CAT02,555436.32,0,0
TX0001128,2025-01-06,2025-01,SUP064,CAT03,415712.46,1,1
TX0001129,2025-01-22,2025-01,SUP008,CAT03,65737.32,0,1
TX0001130,2025-01-05,2025-01,SUP064,CAT03,79937.0,1,1
TX0001131,2025-01-27,2025-01,SUP047,CAT03,133345.63,1,1
TX0001132,2025-01-22,2025-01,SUP053,CAT03,70619.63,1,1
TX0001133,2025-01-21,2025-01,SUP064,CAT03,12793.88,1,1
TX0001134,2025-01-07,2025-01,SUP051,CAT03,476081.65,1,0
TX0001135,2025-01-05,2025-01,SUP008,CAT03,256646.11,0,1
TX0001136,2025-01-08,2025-01,SUP008,CAT03,693847.74,1,1
TX0001137,2025-01-08,2025-01,SUP040,CAT03,113225.1,0,0
TX0001138,2025-01-18,2025-01,SUP064,CAT03,203285.42,0,0
TX0001139,2025-01-19,2025-01,SUP051,CAT03,155238.42,1,1
TX0001140,2025-01-21,2025-01,SUP036,CAT03,303390.83,1,1
TX0001141,2025-01-14,2025-01,SUP008,CAT03,113160.9,0,1
TX0001142,2025-01-03,2025-01,SUP064,CAT03,72373.87,1,1
TX0001143,2025-01-12,2025-01,SUP036,CAT03,132426.39,1,1
TX0001144,2025-01-09,2025-01,SUP053,CAT03,77406.7,1,1
TX0001145,2025-01-09,2025-01,SUP053,CAT03,224999.53,1,1
TX0001146,2025-01-02,2025-01,SUP014,CAT03,294513.8,1,1
TX0001147,2025-01-15,2025-01,SUP008,CAT03,62269.5,1,1
TX0001148,2025-01-06,2025-01,SUP036,CAT03,193654.97,1,1
TX0001149,2025-01-05,2025-01,SUP019,CAT03,519356.59,1,1
TX0001150,2025-01-11,2025-01,SUP053,CAT03,621285.6,1,1
TX0001151,2025-01-22,2025-01,SUP060,CAT03,431311.91,1,1
TX0001152,2025-01-01,2025-01,SUP014,CAT03,20909.61,1,1
TX0001153,2025-01-15,2025-01,SUP047,CAT03,275624.89,1,1
TX0001154,2025-01-16,2025-01,SUP008,CAT03,560044.57,1,1
TX0001155,2025-01-01,2025-01,SUP037,CAT04,195704.58,1,1
TX0001156,2025-01-15,2025-01,SUP071,CAT04,843856.38,1,0
TX0001157,2025-01-17,2025-01,SUP049,CAT04,41978.81,1,1
TX0001158,2025-01-16,2025-01,SUP071,CAT04,60156.25,1,1
TX0001159,2025-01-25,2025-01,SUP037,CAT04,103283.63,0,1
TX0001160,2025-01-22,2025-01,SUP018,CAT04,37678.46,1,1
TX0001161,2025-01-13,2025-01,SUP049,CAT04,179421.92,1,0
TX0001162,2025-01-19,2025-01,SUP037,CAT04,245365.22,1,1
TX0001163,2025-01-07,2025-01,SUP018,CAT04,176450.62,1,1
TX0001164,2025-01-08,2025-01,SUP037,CAT04,158974.2,1,1
TX0001165,2025-01-11,2025-01,SUP049,CAT04,244646.54,1,1
TX0001166,2025-01-08,2025-01,SUP071,CAT04,120419.72,1,1
TX0001167,2025-01-04,2025-01,SUP018,CAT04,96704.34,1,1
TX0001168,2025-01-14,2025-01,SUP071,CAT04,194680.66,1,1
TX0001169,2025-01-19,2025-01,SUP037,CAT04,71163.14,1,1
TX0001170,2025-01-23,2025-01,SUP018,CAT04,95486.24,1,1
TX0001171,2025-01-09,2025-01,SUP018,CAT04,82616.14,1,1
TX0001172,2025-01-06,2025-01,SUP071,CAT04,335361.01,1,1
TX0001173,2025-01-24,2025-01,SUP037,CAT04,90007.7,1,1
TX0001174,2025-01-02,2025-01,SUP037,CAT04,141993.44,1,1
TX0001175,2025-01-09,2025-01,SUP018,CAT04,132488.34,1,1
TX0001176,2025-01-01,2025-01,SUP049,CAT04,350957.66,1,1
TX0001177,2025-01-27,2025-01,SUP071,CAT04,301266.83,1,1
TX0001178,2025-01-02,2025-01,SUP037,CAT04,231244.33,1,1
TX0001179,2025-01-01,2025-01,SUP071,CAT04,306970.48,1,1
TX0001180,2025-01-18,2025-01,SUP018,CAT04,238763.13,1,0
TX0001181,2025-01-13,2025-01,SUP018,CAT04,47988.71,1,1
TX0001182,2025-01-01,2025-01,SUP049,CAT04,61271.42,1,1
TX0001183,2025-01-22,2025-01,SUP049,CAT04,157134.74,1,1
TX0001184,2025-01-09,2025-01,SUP018,CAT04,138632.04,1,1
TX0001185,2025-01-18,2025-01,SUP048,CAT05,183218.92,1,1
TX0001186,2025-01-11,2025-01,SUP048,CAT05,14752.82,0,1
TX0001187,2025-01-02,2025-01,SUP077,CAT05,300313.48,0,1
TX0001188,2025-01-07,2025-01,SUP070,CAT05,859969.82,1,1
TX0001189,2025-01-22,2025-01,SUP077,CAT05,174742.45,0,0
TX0001190,2025-01-11,2025-01,SUP048,CAT05,174711.44,0,0
TX0001191,2025-01-12,2025-01,SUP078,CAT05,738683.38,1,1
TX0001192,2025-01-17,2025-01,SUP056,CAT05,150685.49,0,0
TX0001193,2025-01-21,2025-01,SUP048,CAT05,669815.4,1,1
TX0001194,2025-01-13,2025-01,SUP078,CAT05,257713.51,0,0
TX0001195,2025-01-24,2025-01,SUP077,CAT05,81485.93,0,0
TX0001196,2025-01-15,2025-01,SUP077,CAT05,416966.01,1,1
TX0001197,2025-01-02,2025-01,SUP078,CAT05,215997.57,1,1
TX0001198,2025-01-18,2025-01,SUP003,CAT05,235494.59,1,1
TX0001199,2025-01-26,2025-01,SUP078,CAT05,445810.16,1,1
TX0001200,2025-01-22,2025-01,SUP077,CAT05,221264.85,1,1
TX0001201,2025-01-21,2025-01,SUP048,CAT05,120090.55,1,1
TX0001202,2025-01-05,2025-01,SUP048,CAT05,750648.37,1,1
TX0001203,2025-01-16,2025-01,SUP028,CAT05,585246.65,0,0
TX0001204,2025-01-07,2025-01,SUP078,CAT05,274557.21,1,1
TX0001205,2025-01-01,2025-01,SUP048,CAT05,169260.18,1,1
TX0001206,2025-01-16,2025-01,SUP048,CAT05,29379.68,1,1
TX0001207,2025-01-17,2025-01,SUP077,CAT05,13355.85,1,1
TX0001208,2025-01-12,2025-01,SUP078,CAT05,509294.49,0,1
TX0001209,2025-01-07,2025-01,SUP048,CAT05,82274.52,1,1
TX0001210,2025-01-20,2025-01,SUP020,CAT06,476734.63,1,1
TX0001211,2025-01-27,2025-01,SUP069,CAT06,61637.84,0,0
TX0001212,2025-01-12,2025-01,SUP020,CAT06,261710.06,1,1
TX0001213,2025-01-22,2025-01,SUP067,CAT06,215030.76,0,0
TX0001214,2025-01-07,2025-01,SUP067,CAT06,183243.04,1,1
TX0001215,2025-01-09,2025-01,SUP069,CAT06,403571.62,1,1
TX0001216,2025-01-09,2025-01,SUP038,CAT06,323302.22,1,1
TX0001217,2025-01-21,2025-01,SUP038,CAT06,49200.24,1,1
TX0001218,2025-01-17,2025-01,SUP069,CAT06,334929.94,0,1
TX0001219,2025-01-25,2025-01,SUP069,CAT06,155256.93,1,1
TX0001220,2025-01-03,2025-01,SUP069,CAT06,242963.33,1,1
TX0001221,2025-01-07,2025-01,SUP020,CAT06,176822.68,1,1
TX0001222,2025-01-17,2025-01,SUP050,CAT06,78127.57,0,0
TX0001223,2025-01-08,2025-01,SUP069,CAT06,84838.67,1,1
TX0001224,2025-01-10,2025-01,SUP068,CAT06,67858.65,1,1
TX0001225,2025-01-25,2025-01,SUP068,CAT06,187011.46,1,1
TX0001226,2025-01-11,2025-01,SUP050,CAT06,392478.73,1,1
TX0001227,2025-01-05,2025-01,SUP050,CAT06,441219.94,0,1
TX0001228,2025-01-11,2025-01,SUP069,CAT06,209218.11,0,0
TX0001229,2025-01-06,2025-01,SUP069,CAT06,212027.12,0,1
TX0001230,2025-01-03,2025-01,SUP020,CAT06,152221.6,0,0
TX0001231,2025-01-08,2025-01,SUP069,CAT06,105170.05,0,1
TX0001232,2025-01-11,2025-01,SUP067,CAT06,131048.79,1,1
TX0001233,2025-01-15,2025-01,SUP050,CAT06,223417.37,1,1
TX0001234,2025-01-11,2025-01,SUP067,CAT06,126761.35,0,1
TX0001235,2025-01-12,2025-01,SUP069,CAT06,56670.26,1,1
TX0001236,2025-01-22,2025-01,SUP067,CAT06,212499.31,0,0
TX0001237,2025-01-23,2025-01,SUP067,CAT06,155459.43,1,1
TX0001238,2025-01-25,2025-01,SUP069,CAT06,618351.53,1,1
TX0001239,2025-01-26,2025-01,SUP038,CAT06,60909.02,1,1
TX0001240,2025-01-06,2025-01,SUP069,CAT06,179507.73,1,0
TX0001241,2025-02-07,2025-02,SUP079,CAT01,276767.52,1,1
TX0001242,2025-02-03,2025-02,SUP072,CAT01,99265.7,1,1
TX0001243,2025-02-10,2025-02,SUP015,CAT01,97749.28,1,1
TX0001244,2025-02-21,2025-02,SUP057,CAT01,175749.2,1,1
TX0001245,2025-02-21,2025-02,SUP022,CAT01,1205037.87,1,1
TX0001246,2025-02-03,2025-02,SUP022,CAT01,1201066.71,0,1
TX0001247,2025-02-27,2025-02,SUP010,CAT01,282510.44,1,1
TX0001248,2025-02-27,2025-02,SUP080,CAT01,132304.75,1,1
TX0001249,2025-02-06,2025-02,SUP057,CAT01,366017.73,1,1
TX0001250,2025-02-21,2025-02,SUP017,CAT01,856817.69,1,1
TX0001251,2025-02-12,2025-02,SUP022,CAT01,1040925.26,1,1
TX0001252,2025-02-14,2025-02,SUP022,CAT01,609083.56,1,1
TX0001253,2025-02-24,2025-02,SUP065,CAT01,690881.02,1,1
TX0001254,2025-02-21,2025-02,SUP072,CAT01,642547.54,1,1
TX0001255,2025-02-13,2025-02,SUP017,CAT01,107395.89,1,1
TX0001256,2025-02-05,2025-02,SUP022,CAT01,146229.48,1,1
TX0001257,2025-02-06,2025-02,SUP030,CAT01,1590394.06,1,1
TX0001258,2025-02-12,2025-02,SUP022,CAT01,606939.31,1,1
TX0001259,2025-02-20,2025-02,SUP022,CAT01,55783.81,1,1
